"","OFFENSE","ASR_ID","CONTENTS","STATE","ORI","GROUP","DIV","YEAR","MSA","SUB","REPORT","ADJUST","SEQNO","COUNTY","CORE","POP","AGENCNT","AGENCY","STNAME","CARD1","CARD2","CARD3","M0_9","M10_12","M13_14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25_29","M30_34","M35_39","M40_44","M45_49","M50_54","M55_59","M60_64","M65","F0_9","F10_12","F13_14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25_29","F30_34","F35_39","F40_44","F45_49","F50_54","F55_59","F60_64","F65","JW","JB","JI","JA","JH","JN","AW","AB","AI","AA","AH","AN","offense_name","short_name","total_arrests","youth_arrests","adult_arrests"
"105","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2011,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60620,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","Juvenile reported",0,0,7,1,3,6,3,7,8,0,4,3,3,14,17,13,5,11,3,1,2,0,0,1,1,0,1,1,1,0,1,1,2,2,1,3,2,4,5,2,3,1,0,0,14,6,0,1,0,0,93,27,0,2,0,0,"Other assaults","Other assaults",143,21,122
"106","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2008,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58400,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,10,1,3,4,7,6,4,5,8,5,2,28,12,14,15,10,6,4,2,1,0,1,2,0,1,1,0,1,2,0,1,0,0,7,5,3,4,2,0,0,0,0,20,3,0,0,0,0,120,34,0,0,0,0,"Other assaults","Other assaults",177,23,154
"107","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2001,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58463,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,2,4,3,2,3,0,2,1,3,3,3,2,15,13,14,9,6,2,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,5,3,3,4,1,0,0,0,0,13,3,0,1,0,0,84,9,0,1,0,0,"Other assaults","Other assaults",111,17,94
"108","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2004,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58833,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,5,4,4,5,1,5,1,7,6,4,8,23,12,21,21,8,6,7,3,2,0,0,0,2,0,4,2,2,3,2,0,0,0,2,5,2,6,3,0,0,0,1,18,6,0,0,0,0,140,21,1,1,0,0,"Other assaults","Other assaults",187,24,163
"109","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2002,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58691,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",1,7,4,5,6,3,6,0,5,2,6,1,3,17,21,17,19,7,6,4,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,6,1,4,2,1,0,0,0,22,5,0,0,0,0,109,21,0,3,0,0,"Other assaults","Other assaults",160,27,133
"110","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2007,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58788,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,1,3,0,6,5,1,5,3,2,4,5,3,20,17,19,12,15,6,5,2,0,0,1,0,0,1,0,4,1,1,1,1,2,2,2,3,6,5,1,0,0,0,0,11,6,0,0,0,0,124,23,0,1,0,0,"Other assaults","Other assaults",165,17,148
"111","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2010,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60427,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","Juvenile reported",0,1,5,4,2,1,1,4,4,1,5,2,2,16,18,6,12,23,6,4,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,4,3,4,1,2,0,0,0,10,5,0,0,0,0,99,20,1,3,0,0,"Other assaults","Other assaults",138,15,123
"112","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2006,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58797,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,1,7,2,1,2,3,7,4,8,6,6,6,23,18,15,12,16,4,4,1,1,0,1,4,3,3,2,2,1,1,3,0,1,1,3,2,6,5,3,1,1,0,0,21,5,0,0,0,0,129,31,1,3,0,0,"Other assaults","Other assaults",190,26,164
"113","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2003,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58818,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,6,4,3,4,5,3,6,3,5,2,4,18,13,5,17,6,5,2,1,1,0,0,2,2,3,2,2,0,0,0,1,0,0,3,3,6,2,4,0,0,0,0,24,2,0,0,0,0,102,14,0,1,0,0,"Other assaults","Other assaults",143,26,117
"114","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2005,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58685,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,3,12,5,6,10,6,5,4,0,1,2,0,24,19,18,11,10,2,2,0,2,0,0,0,2,1,1,0,2,1,4,1,0,0,3,3,1,6,3,0,0,0,0,38,2,0,0,0,0,98,30,1,1,0,0,"Other assaults","Other assaults",170,40,130
"115","080",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2012,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60665,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","Juvenile reported",0,4,2,3,3,9,5,10,5,5,4,4,4,18,11,8,6,11,6,8,1,0,0,0,1,2,3,1,1,0,1,2,2,2,2,6,8,3,2,1,2,1,0,3,19,9,0,0,0,0,102,34,0,6,0,0,"Other assaults","Other assaults",170,28,142
"116","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2014,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60506,1,"BENSALEM TOWNSHIP","PA","Adult male reported","No adult female reported","Juvenile reported",1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,2,0,0,0,0,"Arson","Arson",13,9,4
"117","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2011,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60620,1,"BENSALEM TOWNSHIP","PA","Adult male reported","No adult female reported","Juvenile reported",0,2,4,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,6,1,0,0,0,0,"Arson","Arson",14,7,7
"118","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2000,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58434,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"Arson","Arson",2,0,2
"119","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2010,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60427,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","Juvenile reported",0,0,1,0,1,4,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,1,0,0,0,0,"Arson","Arson",12,6,6
"120","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2012,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60665,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"Arson","Arson",2,0,2
"121","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2013,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60516,1,"BENSALEM TOWNSHIP","PA","Adult male reported","No adult female reported","Juvenile reported",0,0,0,0,0,2,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,"Arson","Arson",9,2,7
"122","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2004,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58833,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","Juvenile Reported",0,0,1,2,2,2,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,5,0,0,0,0,0,"Arson","Arson",12,7,5
"123","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2002,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58691,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Arson","Arson",1,0,1
"124","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2007,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58788,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","Juvenile Reported",0,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,0,"Arson","Arson",9,7,2
"125","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2001,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58463,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Arson","Arson",1,0,1
"126","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2006,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58797,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Arson","Arson",1,0,1
"127","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2005,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58685,1,"BENSALEM TOWNSHIP","PA","No Adult Male Reported","No Adult Female Reported","Juvenile Reported",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Arson","Arson",3,3,0
"128","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2003,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58818,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,"Arson","Arson",3,0,3
"129","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2008,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58400,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,1,0,0,0,0,"Arson","Arson",9,4,5
"130","090",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2009,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",58284,1,"BENSALEM TOWNSHIP","PA","Adult male reported","No adult female reported","Juvenile reported",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,"Arson","Arson",6,1,5
"131","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2009,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",58284,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,2,0,2,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,1,2,1,1,0,0,0,0,0,0,0,0,13,11,0,1,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",25,0,25
"132","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2010,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60427,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",13,0,13
"133","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2014,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60506,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0,8,9,0,1,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",18,0,18
"134","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2011,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60620,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,12,4,0,1,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",17,0,17
"135","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2000,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58434,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",2,0,2
"136","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2004,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58833,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,1,0,2,1,0,4,3,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",27,0,27
"137","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2012,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60665,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,0,0,2,2,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",17,0,17
"138","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2003,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58818,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",1,0,1
"139","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2007,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58788,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,1,0,1,0,1,0,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,11,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",29,0,29
"140","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2006,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58797,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,2,1,1,1,1,0,4,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,1,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",34,0,34
"141","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2002,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58691,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,0,0,2,0,0,1,0,2,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,7,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",12,2,10
"142","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2005,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58685,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,1,2,2,3,1,1,4,7,4,6,2,3,2,2,0,2,0,0,0,0,0,0,0,0,0,2,3,1,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,27,28,0,2,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",57,0,57
"143","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2008,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58400,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,1,1,0,1,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",19,0,19
"144","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2013,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60516,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","Juvenile reported",0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,12,8,0,1,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",22,1,21
"145","100",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2001,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58463,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","No Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,"Forgery and counterfeiting","Forgery and Counterfeiting",5,0,5
"146","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2009,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",58284,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,0,1,0,2,0,0,1,5,2,4,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,27,12,0,0,0,0,"Fraud","Fraud",39,0,39
"147","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2012,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60665,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,0,0,1,2,1,3,2,7,6,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,6,1,1,0,2,0,0,0,0,0,0,0,0,0,35,17,0,0,0,0,"Fraud","Fraud",52,0,52
"148","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2004,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58833,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,0,0,0,1,0,0,1,2,3,2,1,9,7,10,2,3,2,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,4,1,2,3,1,0,0,0,0,2,0,0,0,0,0,39,19,0,0,0,0,"Fraud","Fraud",60,2,58
"149","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2014,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60506,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,3,0,1,0,1,1,1,11,6,7,4,2,5,1,0,0,0,0,0,0,0,0,1,3,4,1,2,0,2,6,4,2,2,3,1,1,0,0,0,0,0,0,0,0,41,31,0,3,0,0,"Fraud","Fraud",75,0,75
"150","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2013,656,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60516,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","Juvenile reported",0,0,0,0,0,0,1,0,1,1,0,2,5,6,10,10,6,2,0,0,1,3,0,0,0,0,0,1,0,1,1,1,2,1,2,3,8,4,1,1,5,1,0,0,0,1,0,0,0,0,54,25,0,0,0,0,"Fraud","Fraud",80,1,79
"151","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2010,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60427,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","Juvenile reported",0,0,0,0,0,0,0,0,2,0,2,2,3,1,6,2,6,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,3,0,1,1,4,2,1,3,1,0,1,0,0,1,0,0,0,0,31,16,0,0,0,0,"Fraud","Fraud",48,1,47
"152","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2008,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58400,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,0,0,0,3,3,2,0,0,1,0,0,2,1,0,2,4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,3,1,3,1,0,0,0,0,2,3,0,0,0,0,17,10,0,0,0,0,"Fraud","Fraud",32,5,27
"153","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2000,657,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58434,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","Juvenile Reported",0,0,0,0,1,1,0,1,5,3,0,0,1,4,9,3,2,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,1,0,3,0,0,0,0,0,0,1,0,1,0,0,27,17,0,1,0,0,"Fraud","Fraud",47,2,45
"154","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2011,660,"Non-suburban","Juvenile and adult reported","No ethnic origin reported",4566,9,"N",60620,1,"BENSALEM TOWNSHIP","PA","Adult male reported","Adult female reported","No juvenile reported",0,0,0,0,0,0,0,0,1,3,6,2,1,8,9,4,8,4,2,1,2,0,0,0,0,0,0,0,0,0,3,0,3,0,1,3,3,6,3,2,0,0,0,0,0,0,0,0,0,0,36,36,0,3,0,0,"Fraud","Fraud",75,0,75
"155","110",3,"Detail record","Pennsylvania","PA00901","3","Middle Atlantic",2006,660,"Non-suburban","Juvenile and Adult Reported","No Ethnic Origin Reported",4566,9,"N",58797,1,"BENSALEM TOWNSHIP","PA","Adult Male Reported","Adult Female Reported","No Juvenile Reported",0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,4,4,3,2,1,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,21,15,0,1,0,0,"Fraud","Fraud",37,0,37
